District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Gia Lam,21.0398766,105.9511964,Công viên Mùa Hạ Ecopark,20.97168341,105.9291136,Bike Trail
Gia Lam,21.0398766,105.9511964,Pizza Hut,20.99629035,105.8696986,Pizzeria
Gia Lam,21.0398766,105.9511964,Vincom Center Long Biên,21.05049981,105.9162758,Shopping Mall
Gia Lam,21.0398766,105.9511964,Ngon Phố Aeon Mall,21.0267511,105.899854,Food Court
Gia Lam,21.0398766,105.9511964,Phở Lẩu Thanh Hà 236-238 Lạc Trung,21.00294772,105.8668719,Vintage and Thrift Store
Gia Lam,21.0398766,105.9511964,Quốc Phương Trại,21.05394101,105.8944899,Vietnamese Restaurant
Gia Lam,21.0398766,105.9511964,Đền Lý Bát Đế (Đền Đô),21.1070815,105.9597604,Temple
Gia Lam,21.0398766,105.9511964,Chợ kiêu kị,20.98314855,105.9598753,Vietnamese Restaurant
Gia Lam,21.0398766,105.9511964,Al Fresco's Times City,20.99632132,105.8690873,Australian Restaurant
Gia Lam,21.0398766,105.9511964,Ngọc Linh quán,21.05847,105.907659,Vietnamese Restaurant
Gia Lam,21.0398766,105.9511964,KFC,21.04676094,105.8780833,Fast Food Restaurant
Gia Lam,21.0398766,105.9511964,Dừa Xiêm Dốc Lã,21.094305,105.926174,Supplement Store
Gia Lam,21.0398766,105.9511964,Highlands Coffee Times City,20.99656339,105.8682434,Café
Gia Lam,21.0398766,105.9511964,Chùa Bút Tháp,21.05999224,106.0226154,Temple
Gia Lam,21.0398766,105.9511964,Lò Bầu Cổ,20.97614559,105.911773,Travel and Transportation
Gia Lam,21.0398766,105.9511964,Terminal Coffee,20.99662276,105.8683452,Café
Gia Lam,21.0398766,105.9511964,Ocean Mart Times City,20.99566948,105.8689015,Supermarket
Hai Ba Trung,21.0064704,105.8578519,Bánh Cuốn Thanh Trì Bà Hoành,21.01342011,105.8497082,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,The ann hotel,21.01584318,105.8578246,Hotel
Hai Ba Trung,21.0064704,105.8578519,Sofitel Legend Metropole Hanoi,21.0259859,105.8556869,Hotel
Hai Ba Trung,21.0064704,105.8578519,Pizza 4P,21.02514062,105.854438,Italian Restaurant
Hai Ba Trung,21.0064704,105.8578519,Maison Marou Hanoi,21.02191169,105.8498236,Chocolate Store
Hai Ba Trung,21.0064704,105.8578519,The Lapis Hotel,21.01976967,105.8559334,Hotel
Hai Ba Trung,21.0064704,105.8578519,Apricot Boutique Hotel,21.028105,105.85093,Hotel
Hai Ba Trung,21.0064704,105.8578519,Bún Chả Hương Liên,21.01793187,105.853913,Noodle Restaurant
Hai Ba Trung,21.0064704,105.8578519,Hotel de L'Opera,21.02457239,105.8557538,Hotel
Hai Ba Trung,21.0064704,105.8578519,Hotel La Siesta Trendy,21.03224444,105.8457272,Hotel
Hai Ba Trung,21.0064704,105.8578519,L'Espace - Institut Français de Hanoï (Trung Tâm Văn Hóa Pháp tại Hà Nội),21.02466826,105.8558318,Cultural Center
Hai Ba Trung,21.0064704,105.8578519,Pizza 4P's,21.02974552,105.8489557,Pizzeria
Hai Ba Trung,21.0064704,105.8578519,La Siesta Hotel,21.03427457,105.853351,Hotel
Hai Ba Trung,21.0064704,105.8578519,Dream Beans Coffee,21.029088,105.848596,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Duong's 2 Restaurant & Cooking Class,21.03410845,105.8534968,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Orchid Cooking Class & Restaurant,21.03387409,105.8532701,Culinary School
Hai Ba Trung,21.0064704,105.8578519,Cộng Càphê,21.03516553,105.853395,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Orchids Spa,21.02943437,105.8504335,Spa
Hai Ba Trung,21.0064704,105.8578519,Cộng Càphê,21.02892649,105.8494596,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,The Railway Cafe,21.02941903,105.8431118,Café
Hai Ba Trung,21.0064704,105.8578519,Hong Hoai Restaurant,21.033757,105.847427,Asian Restaurant
Hai Ba Trung,21.0064704,105.8578519,Cafe Giảng,21.03353678,105.8546951,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Nhạc Cafe - Music Cafe,21.0324653,105.855285,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Meliã,21.024107,105.84907,Hotel
Hai Ba Trung,21.0064704,105.8578519,Hoa 10 giờ Floral & Book Café,21.03067727,105.8561435,Café
Hai Ba Trung,21.0064704,105.8578519,Starbucks Reserve Nhà Thờ,21.02916166,105.8502215,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Hanoi La Selva Hotel,21.03137364,105.8548863,Hotel
Hai Ba Trung,21.0064704,105.8578519,Bun Cha Ta,21.03437342,105.8543823,Noodle Restaurant
Hai Ba Trung,21.0064704,105.8578519,Bánh Mì 25,21.03616703,105.8486871,Sandwich Spot
Hai Ba Trung,21.0064704,105.8578519,Phở 10 Lý Quốc Sư,21.030473,105.848801,Noodle Restaurant
Hai Ba Trung,21.0064704,105.8578519,Chả Cá Thăng Long,21.033208,105.846044,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Aquarius Legend Hotel,21.03232458,105.854457,Hotel
Hai Ba Trung,21.0064704,105.8578519,Phở Gia Truyền Bát Đàn,21.0337111,105.8464615,Noodle Restaurant
Hai Ba Trung,21.0064704,105.8578519,Bún Chả Hàng Quạt,21.03252245,105.8488068,Noodle Restaurant
Hai Ba Trung,21.0064704,105.8578519,Nhất Ly,21.01045729,105.825109,Hotpot Restaurant
Hai Ba Trung,21.0064704,105.8578519,Apron Up Restaurant,21.03402339,105.8473036,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Cafe Đinh,21.03188184,105.852163,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Hidden Gem Coffee,21.03376,105.85514,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Văn Miếu Quốc Tử Giám (Temple of Literature) (Văn Miếu Quốc Tử Giám),21.02870741,105.8360046,Confucian Temple
Hai Ba Trung,21.0064704,105.8578519,Tranquil Books & Coffee,21.03249147,105.8456909,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Công Viên Thống Nhất (Reunification Park),21.015848,105.8440663,Park
Hai Ba Trung,21.0064704,105.8578519,The Note Coffee,21.03158263,105.8511748,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Bún Chả Nem Rán 41 Cửa Đông,21.03462917,105.8458793,Noodle Restaurant
Hai Ba Trung,21.0064704,105.8578519,Angelina - Italian Restaurant & Lounge,21.025802,105.856388,Lounge
Hai Ba Trung,21.0064704,105.8578519,Pizza 4Ps 11B Bảo Khánh,21.03106,105.850146,Pizzeria
Hai Ba Trung,21.0064704,105.8578519,McDonald's,21.02539134,105.8531895,Fast Food Restaurant
Hai Ba Trung,21.0064704,105.8578519,Cộng Càphê 54 Hàng Điếu (Hàng Nón),21.03261866,105.8468432,Café
Hai Ba Trung,21.0064704,105.8578519,An Cafe,21.02981,105.84776,Café
Hai Ba Trung,21.0064704,105.8578519,Standing Bar,21.04696431,105.8402007,Beer Bar
Hai Ba Trung,21.0064704,105.8578519,Thịt Xiên Rau Câu Phương Mai,21.00296509,105.8350584,BBQ Joint
Hai Ba Trung,21.0064704,105.8578519,Quan An Ngon 18 Phan Boi Chau,21.02640465,105.8434518,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Acid8 Coffee 34 Hạ Hồi,21.02102,105.846855,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,O'Gallery Premier Hotel & Spa,21.02967485,105.8458894,Hotel
Hai Ba Trung,21.0064704,105.8578519,King Roti,21.03242085,105.8506454,Bakery
Hai Ba Trung,21.0064704,105.8578519,Nhà Hát Lớn Hà Nội (Hanoi Opera House),21.0242343,105.8572761,Opera House
Hai Ba Trung,21.0064704,105.8578519,Đền Ngọc Sơn,21.03055064,105.8524582,Temple
Hai Ba Trung,21.0064704,105.8578519,Kem Tràng Tiền,21.02505482,105.8547373,Ice Cream Parlor
Hai Ba Trung,21.0064704,105.8578519,Vintage 1976,21.02596506,105.8537216,Café
Hai Ba Trung,21.0064704,105.8578519,Pizza 4Ps Lotte Hanoi,21.032145,105.813378,Pizzeria
Hai Ba Trung,21.0064704,105.8578519,Phở Sướng,21.033548,105.852135,Noodle Restaurant
Hai Ba Trung,21.0064704,105.8578519,HOME Hanoi Restaurant,21.04546233,105.8424943,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Pizza 4P,21.034181,105.812777,Pizzeria
Hai Ba Trung,21.0064704,105.8578519,BHD Star Cineplex Vincom Phạm Ngọc Thạch,21.00654079,105.8319923,Movie Theater
Hai Ba Trung,21.0064704,105.8578519,Cau Go Restaurant,21.031994,105.85189,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Hòa Bình Green City,20.99985352,105.87049,Psychic and Astrologer
Hai Ba Trung,21.0064704,105.8578519,Bún Chả Đắc Kim,21.03224144,105.84814,Noodle Restaurant
Hai Ba Trung,21.0064704,105.8578519,Noodle and Roll,21.02970041,105.8491419,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Lục Thuỷ,21.02899125,105.8512341,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Marvellous Hotel & Spa,21.03134026,105.8471058,Hotel
Hai Ba Trung,21.0064704,105.8578519,Starbucks Coffee Vincom Center Phạm Ngọc Thạch,21.00639362,105.8316375,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,VietClimb,21.05580725,105.8413735,Climbing Gym
Hai Ba Trung,21.0064704,105.8578519,Lotte Hotel Hanoi,21.03224132,105.8128173,Hotel
Hai Ba Trung,21.0064704,105.8578519,Book Café,21.00661717,105.8457521,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,JM Marvel Hotel & Spa,21.03103033,105.8466951,Hotel
Hai Ba Trung,21.0064704,105.8578519,Cộng Càphê,21.03350388,105.8381893,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Pepe la Poule,21.05567703,105.8212862,French Restaurant
Hai Ba Trung,21.0064704,105.8578519,Yakushi Center for Holistic Health,21.0614743,105.8319556,Massage Clinic
Hai Ba Trung,21.0064704,105.8578519,Công Viên Yên Sở (Yen So Public Park),20.96074691,105.8576619,Park
Hai Ba Trung,21.0064704,105.8578519,King BBQ,20.99488838,105.868523,BBQ Joint
Hai Ba Trung,21.0064704,105.8578519,Chùa Trấn Quốc,21.04791766,105.8370998,Buddhist Temple
Hai Ba Trung,21.0064704,105.8578519,Đền Quán Thánh,21.04302366,105.8363946,Temple
Hai Ba Trung,21.0064704,105.8578519,Noble Moment CF Bingsu A51 Hoàng Ngân,21.00978023,105.8029506,Korean Restaurant
Hai Ba Trung,21.0064704,105.8578519,The Fat Pig (Con Heo Béo),21.06053486,105.82731,BBQ Joint
Hai Ba Trung,21.0064704,105.8578519,InterContinental Hanoi Westlake,21.058378,105.83178,Hotel
Hai Ba Trung,21.0064704,105.8578519,ssam daak,21.01000075,105.8044589,Asian Restaurant
Hai Ba Trung,21.0064704,105.8578519,Phở Cuốn 31,21.04598598,105.8409496,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Sky Walk Lotte Centre,21.03213124,105.8124281,Scenic Lookout
Hai Ba Trung,21.0064704,105.8578519,Sunkat’s Burgers,21.055584,105.835629,Burger Joint
Hai Ba Trung,21.0064704,105.8578519,Aeon Mall,21.02690825,105.8979893,Shopping Mall
Hai Ba Trung,21.0064704,105.8578519,JW Marriott Hanoi,21.0078042,105.7826291,Hotel
Hai Ba Trung,21.0064704,105.8578519,Công Viên Cầu Giấy (Yên Hoà),21.02933885,105.7899118,Park
Hai Ba Trung,21.0064704,105.8578519,InterContinental Hanoi Landmark 72,21.01683586,105.7842974,Hotel
Hai Ba Trung,21.0064704,105.8578519,Nhật Cường Mobile,20.99134871,105.8031824,Mobile Phone Store
Hai Ba Trung,21.0064704,105.8578519,Anita's Cantina,21.065331,105.8223,Mexican Restaurant
Hai Ba Trung,21.0064704,105.8578519,Spices Taste Of India,21.006725,105.80408,Indian Restaurant
Hai Ba Trung,21.0064704,105.8578519,AEON Mart,21.02667348,105.899771,Market
Hai Ba Trung,21.0064704,105.8578519,Joma Bakery Café,21.03446908,105.8141427,Café
Hai Ba Trung,21.0064704,105.8578519,Quán Nướng Cây Sung 45 Ngõ 24 Kim Đồng,20.98183148,105.8439115,BBQ Joint
Hai Ba Trung,21.0064704,105.8578519,Super Amusement Dream Games,21.02664674,105.9004677,Bowling Alley
Hai Ba Trung,21.0064704,105.8578519,CGV Cinemas Aeon Long Bien,21.02648052,105.9004487,Movie Theater
Hai Ba Trung,21.0064704,105.8578519,Hương Sen II,21.00846096,105.8189818,Spa
Hai Ba Trung,21.0064704,105.8578519,Quan An Ngon 25T2 Hoang Dao Thuy,21.00689785,105.8018639,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Starbucks,21.06673531,105.8263386,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,CGV Cinemas MIPEC Tower,21.00539439,105.8239404,Movie Theater
Hai Ba Trung,21.0064704,105.8578519,Cowboy Jack's,21.00584398,105.8232076,Pizzeria
Hai Ba Trung,21.0064704,105.8578519,Bảo Tàng Dân Tộc Học Việt Nam (Vietnam Museum of Ethnology),21.04051643,105.7981166,Museum
Hai Ba Trung,21.0064704,105.8578519,Hue Restaurant,21.03295852,105.8085001,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Sheraton Hanoi Hotel,21.05989464,105.8316567,Hotel
Hai Ba Trung,21.0064704,105.8578519,Làng Cổ Bát Tràng,20.97571975,105.9124154,Village
Hai Ba Trung,21.0064704,105.8578519,VinMart Royal City,21.0031414,105.816424,Market
Hai Ba Trung,21.0064704,105.8578519,Starbucks Times City,20.993705,105.867424,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Meat Plus B1 Nguyễn Thị Thập,21.007954,105.803705,Korean Restaurant
Hai Ba Trung,21.0064704,105.8578519,강남면옥,21.018276,105.779562,BBQ Joint
Hai Ba Trung,21.0064704,105.8578519,Bảo Tàng Phòng Không Không Quân (Air Force Museum),21.0004478,105.8292067,History Museum
Hai Ba Trung,21.0064704,105.8578519,CGV Cinemas Hà Nội Centerpoint,21.00413263,105.805027,Movie Theater
Hai Ba Trung,21.0064704,105.8578519,GoGi House,21.00127928,105.8165284,Korean Restaurant
Hai Ba Trung,21.0064704,105.8578519,Highlands Coffee Aeon Mall,21.02669268,105.8996361,Café
Hai Ba Trung,21.0064704,105.8578519,Novotel Suites Hanoi,21.03028026,105.7854132,Hotel
Hai Ba Trung,21.0064704,105.8578519,JW Cafe,21.00719455,105.7834414,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Pico Xuân Thuỷ,21.03632202,105.7852039,Shopping Mall
Hai Ba Trung,21.0064704,105.8578519,Executive Lounge @ JW Marriott Hotel Hanoi,21.0071839,105.7832007,Hotel
Hai Ba Trung,21.0064704,105.8578519,Grand Plaza Hanoi Hotel,21.0080871,105.796658,Hotel
Hai Ba Trung,21.0064704,105.8578519,Chợ Bát Tràng,20.97493208,105.9119276,Market
Hai Ba Trung,21.0064704,105.8578519,Royal City Square,21.00325312,105.8153302,Pedestrian Plaza
Hai Ba Trung,21.0064704,105.8578519,Starbucks (Starbucks Nguyễn Tuân),20.9994662,105.801934,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Crystal Jade Palace,21.00702538,105.7834651,Cantonese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Starbucks,21.00297186,105.8147818,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,CGV Cinemas Vincom Royal City,21.00260067,105.815508,Movie Theater
Hai Ba Trung,21.0064704,105.8578519,CGV Cinemas Hồ Gươm Plaza,20.96129273,105.7821779,Movie Theater
Hai Ba Trung,21.0064704,105.8578519,Ding Tea,21.01130867,105.8005371,Bubble Tea Shop
Hai Ba Trung,21.0064704,105.8578519,Rắn Thế Hùng(Snake Meat Restaurant),21.055137,105.899707,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,The Lounge,21.00732523,105.7834743,Hotel Bar
Hai Ba Trung,21.0064704,105.8578519,Paris Gâteaux,21.00686368,105.8035054,Bakery
Hai Ba Trung,21.0064704,105.8578519,Baek Jeong,21.01595719,105.7781038,BBQ Joint
Hai Ba Trung,21.0064704,105.8578519,The Pizza Company,21.00355755,105.8147782,Pizzeria
Hai Ba Trung,21.0064704,105.8578519,Bò tơ Tây Ninh,21.03613335,105.7700335,BBQ Joint
Hai Ba Trung,21.0064704,105.8578519,Paris Baguette,21.00640652,105.8035809,Bakery
Hai Ba Trung,21.0064704,105.8578519,Twitter Beans Coffee,21.00663858,105.8033337,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,UMA,21.01746659,105.7781872,Furniture and Home Store
Hai Ba Trung,21.0064704,105.8578519,Starbucks Vincom Trần Duy Hưng,21.00703831,105.7957113,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,French Grill,21.00661723,105.782775,French Restaurant
Hai Ba Trung,21.0064704,105.8578519,Pizza Hut,21.00667904,105.7928586,Pizzeria
Hai Ba Trung,21.0064704,105.8578519,DWok,21.01787869,105.7802303,Malay Restaurant
Hai Ba Trung,21.0064704,105.8578519,Tous les Jours,21.00778475,105.792618,Bakery
Hai Ba Trung,21.0064704,105.8578519,Highlands Coffee,21.01475433,105.7769829,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,myway hotel,21.03173369,105.7819843,Hotel
Hai Ba Trung,21.0064704,105.8578519,Crowne Plaza West Hanoi,21.02749946,105.7674441,Hotel
Hai Ba Trung,21.0064704,105.8578519,Công viên Mùa Hạ Ecopark,20.97168341,105.9291136,Bike Trail
Hai Ba Trung,21.0064704,105.8578519,Nhà hàng Nguyễn Văn Dực,21.05682135,105.8996476,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Paris Baguette @ The Manor,21.01473448,105.7771216,Bakery
Hai Ba Trung,21.0064704,105.8578519,Lackah,21.02755293,105.7672834,Buffet
Hai Ba Trung,21.0064704,105.8578519,Sân Vận Động Quốc Gia Mỹ Đình (My Dinh National Stadium) (Sân Vận Động Quốc Gia Mỹ Đình),21.02043066,105.7638574,Stadium
Hai Ba Trung,21.0064704,105.8578519,Meat Plus Mễ Trì,21.015652,105.778288,BBQ Joint
Hai Ba Trung,21.0064704,105.8578519,Ngon Phố Aeon Mall,21.0267511,105.899854,Food Court
Hai Ba Trung,21.0064704,105.8578519,Metro Cash & Carry,21.05461205,105.7805986,Supermarket
Hai Ba Trung,21.0064704,105.8578519,Tous les Jours,20.97213432,105.7773033,Bakery
Hai Ba Trung,21.0064704,105.8578519,Raffles Restaurant,21.01725757,105.7797888,Malay Restaurant
Hai Ba Trung,21.0064704,105.8578519,Cellini Cafe,21.01451099,105.7773572,Café
Hai Ba Trung,21.0064704,105.8578519,Starbucks (Starbucks Coffee The Garden),21.0146185,105.7772764,Coffee Shop
Hai Ba Trung,21.0064704,105.8578519,Quốc Phương Trại,21.05394101,105.8944899,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,Vincom Center Long Biên,21.05049981,105.9162758,Shopping Mall
Hai Ba Trung,21.0064704,105.8578519,KFC,21.04676094,105.8780833,Fast Food Restaurant
Hai Ba Trung,21.0064704,105.8578519,Popeyes. Louisiana Kitchen,21.026936,105.899579,Fast Food Restaurant
Hai Ba Trung,21.0064704,105.8578519,Platinum Cineplex,21.01530748,105.7778081,Movie Theater
Hai Ba Trung,21.0064704,105.8578519,Lò Bầu Cổ,20.97614559,105.911773,Travel and Transportation
Hai Ba Trung,21.0064704,105.8578519,Vpresso Coffee,21.01569301,105.7761091,Café
Hai Ba Trung,21.0064704,105.8578519,Rắn Xuân Chu,21.05619025,105.9012076,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,The Garden Shopping Centre,21.01530303,105.7778435,Shopping Mall
Hai Ba Trung,21.0064704,105.8578519,Huong Sen Restaurant,21.00622292,105.7818754,Restaurant
Hai Ba Trung,21.0064704,105.8578519,Ngọc Linh quán,21.05847,105.907659,Vietnamese Restaurant
Hai Ba Trung,21.0064704,105.8578519,KFC,21.01339164,105.7758982,Fast Food Restaurant
Hai Ba Trung,21.0064704,105.8578519,Aquaria Food Cultural Center,21.02110721,105.7679129,Café
Ha Dong,20.9551855,105.758011,CGV Cinemas Hồ Gươm Plaza,20.96129273,105.7821779,Movie Theater
Ha Dong,20.9551855,105.758011,Lotte Cinema,20.96438287,105.7716416,Movie Theater
Ha Dong,20.9551855,105.758011,JW Marriott Hanoi,21.0078042,105.7826291,Hotel
Ha Dong,20.9551855,105.758011,InterContinental Hanoi Landmark 72,21.01683586,105.7842974,Hotel
Ha Dong,20.9551855,105.758011,Nhật Cường Mobile,20.99134871,105.8031824,Mobile Phone Store
Ha Dong,20.9551855,105.758011,Công Viên Cầu Giấy (Yên Hoà),21.02933885,105.7899118,Park
Ha Dong,20.9551855,105.758011,Noble Moment CF Bingsu A51 Hoàng Ngân,21.00978023,105.8029506,Korean Restaurant
Ha Dong,20.9551855,105.758011,ssam daak,21.01000075,105.8044589,Asian Restaurant
Ha Dong,20.9551855,105.758011,강남면옥,21.018276,105.779562,BBQ Joint
Ha Dong,20.9551855,105.758011,Nhất Ly,21.01045729,105.825109,Hotpot Restaurant
Ha Dong,20.9551855,105.758011,JW Cafe,21.00719455,105.7834414,Vietnamese Restaurant
Ha Dong,20.9551855,105.758011,Executive Lounge @ JW Marriott Hotel Hanoi,21.0071839,105.7832007,Hotel
Ha Dong,20.9551855,105.758011,Spices Taste Of India,21.006725,105.80408,Indian Restaurant
Ha Dong,20.9551855,105.758011,Quan An Ngon 25T2 Hoang Dao Thuy,21.00689785,105.8018639,Vietnamese Restaurant
Ha Dong,20.9551855,105.758011,割烹 㐂六(キロク),21.0279934,105.8101305,Japanese Restaurant
Ha Dong,20.9551855,105.758011,Crystal Jade Palace,21.00702538,105.7834651,Cantonese Restaurant
Ha Dong,20.9551855,105.758011,Onamori,21.01696216,105.8136906,Spa
Ha Dong,20.9551855,105.758011,Lotte Cinema,21.01742845,105.7838759,Movie Theater
Ha Dong,20.9551855,105.758011,The Lounge,21.00732523,105.7834743,Hotel Bar
Ha Dong,20.9551855,105.758011,Meat Plus B1 Nguyễn Thị Thập,21.007954,105.803705,Korean Restaurant
Ha Dong,20.9551855,105.758011,Novotel Suites Hanoi,21.03028026,105.7854132,Hotel
Ha Dong,20.9551855,105.758011,Thịt Xiên Rau Câu Phương Mai,21.00296509,105.8350584,BBQ Joint
Ha Dong,20.9551855,105.758011,Baek Jeong,21.01595719,105.7781038,BBQ Joint
Ha Dong,20.9551855,105.758011,Sparta Beer Club,21.01483314,105.8174463,Beer Bar
Ha Dong,20.9551855,105.758011,Chè Nam Đồng,21.01219277,105.8286256,Dessert Shop
Ha Dong,20.9551855,105.758011,T-Box,21.01507559,105.8272496,Movie Theater
Ha Dong,20.9551855,105.758011,Hồ Thành Công (Thanh Cong Lake),21.0183333,105.8150493,Lake
Ha Dong,20.9551855,105.758011,Grand Plaza Hanoi Hotel,21.0080871,105.796658,Hotel
Ha Dong,20.9551855,105.758011,BHD Star Cineplex Vincom Phạm Ngọc Thạch,21.00654079,105.8319923,Movie Theater
Ha Dong,20.9551855,105.758011,VMS Mobifone,21.02326134,105.7895238,Mobile Phone Store
Ha Dong,20.9551855,105.758011,CGV Cinemas Hà Nội Centerpoint,21.00413263,105.805027,Movie Theater
Ha Dong,20.9551855,105.758011,Pico Xuân Thuỷ,21.03632202,105.7852039,Shopping Mall
Ha Dong,20.9551855,105.758011,Ofukuro-Tei おふくろ亭,21.02852269,105.8063149,Japanese Restaurant
Ha Dong,20.9551855,105.758011,Bò tơ Tây Ninh,21.03613335,105.7700335,BBQ Joint
Ha Dong,20.9551855,105.758011,Starbucks (Starbucks Nguyễn Tuân),20.9994662,105.801934,Coffee Shop
Ha Dong,20.9551855,105.758011,Starbucks Coffee Vincom Center Phạm Ngọc Thạch,21.00639362,105.8316375,Coffee Shop
Ha Dong,20.9551855,105.758011,UMA,21.01746659,105.7781872,Furniture and Home Store
Ha Dong,20.9551855,105.758011,Chibo,21.02963672,105.8103426,Japanese Restaurant
Ha Dong,20.9551855,105.758011,CGV Cinemas Indochina Plaza Hanoi,21.03612601,105.7824324,Movie Theater
Ha Dong,20.9551855,105.758011,Chợ Thành Công,21.02226149,105.8127594,Market
Ha Dong,20.9551855,105.758011,French Grill,21.00661723,105.782775,French Restaurant
Ha Dong,20.9551855,105.758011,Hương Sen II,21.00846096,105.8189818,Spa
Ha Dong,20.9551855,105.758011,Nhà Sách Tiến Thọ Đường Láng,21.01897552,105.8020932,Bookstore
Ha Dong,20.9551855,105.758011,Newsphinx Beer Bar 2 Láng Hạ,21.023244,105.819343,Restaurant
Ha Dong,20.9551855,105.758011,VinMart Royal City,21.0031414,105.816424,Market
Ha Dong,20.9551855,105.758011,Nhật Cường Mobile 12 Láng Hạ,21.02011267,105.8174171,Tiki Bar
Ha Dong,20.9551855,105.758011,Ding Tea,21.01130867,105.8005371,Bubble Tea Shop
Ha Dong,20.9551855,105.758011,CGV Cinemas Vincom Nguyễn Chí Thanh,21.02305755,105.8095074,Movie Theater
Ha Dong,20.9551855,105.758011,Phương Nam Restaurant Số 2 Ngõ 69 Chùa Láng,21.02318126,105.8063526,Vietnamese Restaurant
Ha Dong,20.9551855,105.758011,GoGi House,21.00127928,105.8165284,Korean Restaurant
Ha Dong,20.9551855,105.758011,Cowboy Jack's,21.00584398,105.8232076,Pizzeria
Ha Dong,20.9551855,105.758011,CGV Cinemas MIPEC Tower,21.00539439,105.8239404,Movie Theater
Ha Dong,20.9551855,105.758011,Café Cuối Ngõ,21.03324971,105.8025968,Coffee Shop
Ha Dong,20.9551855,105.758011,DWok,21.01787869,105.7802303,Malay Restaurant
Ha Dong,20.9551855,105.758011,Paris Gâteaux,21.00686368,105.8035054,Bakery
Ha Dong,20.9551855,105.758011,Highlands Coffee,21.01475433,105.7769829,Coffee Shop
Ha Dong,20.9551855,105.758011,Quán Nướng Cây Sung 45 Ngõ 24 Kim Đồng,20.98183148,105.8439115,BBQ Joint
Ha Dong,20.9551855,105.758011,Starbucks Vincom Trần Duy Hưng,21.00703831,105.7957113,Coffee Shop
Ha Dong,20.9551855,105.758011,Nui xào Kim Liên,21.01060946,105.8317675,Vietnamese Restaurant
Ha Dong,20.9551855,105.758011,Tous les Jours,20.97213432,105.7773033,Bakery
Ha Dong,20.9551855,105.758011,Pizza Hut,21.00667904,105.7928586,Pizzeria
Ha Dong,20.9551855,105.758011,Royal City Square,21.00325312,105.8153302,Pedestrian Plaza
Ha Dong,20.9551855,105.758011,Tous les Jours,21.00778475,105.792618,Bakery
Ha Dong,20.9551855,105.758011,Paris Baguette,21.00640652,105.8035809,Bakery
Ha Dong,20.9551855,105.758011,Twitter Beans Coffee,21.00663858,105.8033337,Coffee Shop
Ha Dong,20.9551855,105.758011,Starbucks,21.00297186,105.8147818,Coffee Shop
Ha Dong,20.9551855,105.758011,Crowne Plaza West Hanoi,21.02749946,105.7674441,Hotel
Ha Dong,20.9551855,105.758011,CGV Cinemas Vincom Royal City,21.00260067,105.815508,Movie Theater
Ha Dong,20.9551855,105.758011,Bảo Tàng Phòng Không Không Quân (Air Force Museum),21.0004478,105.8292067,History Museum
Ha Dong,20.9551855,105.758011,The Pizza Company,21.00355755,105.8147782,Pizzeria
Ha Dong,20.9551855,105.758011,myway hotel,21.03173369,105.7819843,Hotel
